Tweet,Text,Match,Polarity
1627,"['really', 'hope', 'years', 'big', 'fat', 'quiz', 'year', 'jon', 'snow', 'reads', 'lyrics', 'wap']",fat,negative
1628,"['garage', 'door', 'park', 'broken', 'missing', 'pieces', 'family', 'pay', 'get', 'fixed', 'course']",broken,negative
1629,"['rt', 'weatherchannel', 'weekend', 'system', 'spread', 'rain', 'snow', 'wind', 'midwest', 'parts', 'east', 'south', 'htt']",,neutral
1630,"['damotherfari', 'love']",love,positive
1631,"['rt', 'khalecii', 'one', 'thing', 'bout', 'imma', 'google', 'word', 'ensure', 'using', 'correct', 'context']",correct,positive
1632,"['rt', 'fodfansofdavid', 'worldkindnessday', 'need', 'act', 'word', 'kindness', 'today', 'especially', 'uncertain', 'times', 'reac']","kindness,uncertain",neutral
1633,"['rt', 'seatownnative', 'crave', 'snow', 'capped', 'peaks', 'mount', 'index', 'wa', 'winter', 'snow', 'photography', 'mountains']",,neutral
1634,"['karlabrain', 'know', 'always', 'seem', 'dismal', 'thunderstorms', 'clouds', 'snow', 'slight', 'drizzle']",dismal,negative
1635,"['rt', 'gpnf', 'winter', 'arrived', 'forest', 'w', 'new', 'snow', 'trout', 'lake', 'amp', 'expected', 'tonight', 'driving', 'higher', 'elevation', 'forest']",,neutral
1636,"['gabriel', 'playadoptme', 'choco', 'lab', 'amp', 'snow', 'cat', 'fennec', 'fox']",,neutral
1637,"['cerysmatthews', 'blanket', 'pillow', 'papers', 'books', 'flask', 'blood']",,neutral
1638,"['rt', 'simonsnowbot', 'baz', 'full', 'power', 'feel', 'like', 'see', 'without', 'opening', 'eyes', 'like', 'could', 'go', 'nova', 'wanted']",like,positive
1639,"['misskezza', 'choco', 'lab', 'amp', 'snow', 'cat', 'fennec', 'fox']",,neutral
1640,"['rt', 'cbcedmonton', 'devon', 'alta', 'michael', 'keindel', 'created', 'foot', 'diameter', 'poppy', 'snow', 'using', 'feet']",,neutral
1641,"['course', 'make', 'mind', 'simple', 'snow', 'birthday', 'friends', 'message', 'like', 'know', 'h']",like,positive
1642,"['bigmacdturtle', 'mostly', 'stayed', 'yard', 'ice', 'really', 'enjoyed', 'snow']",enjoyed,positive
1643,"['rt', 'lovinglife', 'etsy', 'shop', 'bucilla', 'vintage', 'rare', 'perfect', 'ten', 'counted', 'cross', 'stitch', 'kit', 'buck', 'deer', 'snow', 'hobbies', 'crafts', 'gifts']",perfect,positive
1644,"['still', 'funniest', 'thing', 'see', 'rookies', 'reactions', 'whenever', 'get', 'snow']",,neutral
1645,"['boneshaker', 'friday', 'pop', 'canceled', 'week', 'sorry', 'brave', 'hardy', 'souls', 'excited', 'tro']","sorry,brave,hardy,excited",positive
1646,"['nayathomaz', 'shit', 'really', 'crucial', 'snow', 'nigga', 'hip']",shit,negative
1647,"['rt', 'haleighgarcia', 'snow', 'white', 'purple', 'edition', 'nfs', 'custom', 'video', 'close']",,neutral
1648,"['swear', 'snow', 'melt', 'like', 'mid', 'april']",like,positive
1649,"['foreverlys', 'oh', 'yes', 'always', 'say', 'anyone', 'claims', 'like', 'snow', 'never', 'shovel', 'commute']",like,positive
1650,"['rt', 'joanpscdr', 'organizationts', 'snow', 'voting', 'taylor', 'swift', 'artist', 'year', 'amas']",swift,positive
1651,"['bcstorm', 'snowfall', 'warning', 'issued', 'snowfall', 'total', 'amounts', 'cm', 'expected', 'pacific', 'storm', 'w']",warning,negative
1652,"['rt', 'dherbertcbc', 'happy', 'friday', 'lots', 'snow', 'higher', 'elevations', 'sleet', 'downtown', 'kamloops', 'snow', 'sleet', 'expected', 'continue']",happy,positive
1653,"['rt', 'jonginstarlight', 'chanyeol', 'threw', 'snow', 'jongin', 'jongin', 'got', 'rock']",,neutral
1654,"['tina', 'snow']",,neutral
1655,"['ilkkaauer', 'last', 'winter', 'nearly', 'months', 'long', 'autumn', 'hardly', 'snow', 'north', 'estonia', 'always', 'warmest', 'sta']",,neutral
1656,"['simon', 'snow', 'serie', 'lmao']",,neutral
1657,"['would', 'anyone', 'buy', 'commission', 'low', 'tier', 'halo', 'examples', 'lt']",,neutral
1658,"['rt', 'bts', 'history', 'hobi', 'caught', 'paper', 'heart', 'effortlessly', 'cystal', 'snow', 'performance', 'bts', 'twt', 'h']",effortlessly,positive
1659,"['rt', 'arlinthesnep', 'wonderful', 'friend', 'mine', 'made', 'absolutely', 'love', 'new', 'fursona']","wonderful,love",positive
1660,"['weather', 'become', 'little', 'milder', 'weekend', 'twin', 'cities', 'across', 'mnwx', 'gusty', 'winds']",,neutral
1661,"['talk', 'say', 'water', 'dey', 'food', 'dey', 'go', 'talk', 'say', 'wailer', 'nothing', 'wey', 'jon', 'snow', 'go', 'see', 'winterfell']",,neutral
1662,"['rt', 'skeletoon', 'lizard', 'catching', 'snow', 'flakes', 'told', 'share', 'bajillian', 'drawings', 'never', 'share', 'https']",,neutral
1663,"['snow', 'white', 'duvet', 'pillow', 'case', 'bedsheet']",,neutral
1664,"['rt', 'birdwriter', 'snugs', 'snow', 'bear', 'suzy', 'davies', 'via', 'amazonuk']",,neutral
1665,"['talulahbluebell', 'lot', 'ice', 'stayed', 'yard', 'person', 'get', 'phone', 'time', 'phot']",,neutral
1666,"['lets', 'gooo', 'play', 'ducks', 'snow', 'nothing', 'better', 'wsu', 'football', 'snow']",better,positive
1667,"['bundled', 'first', 'snow', 'year']",,neutral
1668,"['make', 'right', 'please', 'rephrase', 'put', 'onus', 'homeowner', 'physically', 'everyone']",right,positive
1669,"['idea', 'next', 'time', 'big', 'snow', 'saskatoon', 'leave', 'one', 'goes', 'anywhere', 'ever']",,neutral
1670,"['playstation', 'imagination', 'nobody', 'loves']",loves,positive
1671,"['rt', 'kingry', 'look', 'lil', 'snow', 'bunny']",,neutral
1672,"['chrisweidman', 'know', 'nothing', 'john', 'snow']",,neutral
1673,"['ready', 'go', 'trip', 'w', 'baby', 'enjoy', 'snow', 'beautiful', 'scenery']","ready,enjoy,beautiful",positive
1674,"['shoveling', 'snow']",,neutral
1675,"['dafeid', 'john', 'snow']",,neutral
1676,"['due', 'snow', 'predictions', 'tomorrow', 'cooking', 'wood', 'fired', 'pizzas', 'holladay', 'store']",,neutral
1677,"['joncampbellgan', 'self', 'serve', 'kiosks', 'people', 'could', 'return', 'pre', 'paid', 'toll', 'tags', 'entering', 'seems', 'li']",toll,negative
1678,"['rt', 'dcquetta', 'machinery', 'deal', 'snow', 'inspected', 'officials', 'pdma', 'office']",,neutral
1679,"['rt', 'nwsboulder', 'strong', 'winds', 'along', 'snow', 'blowing', 'snow', 'spread', 'north', 'central', 'mountains', 'colorado', 'evening', 'c']",strong,positive
1680,"['lightweight', 'fleece', 'hooded', 'anorak', 'warmth', 'amp', 'style', 'love', 'beautiful', 'snow', 'far', 'winter']","warmth,love,beautiful",positive
1681,"['back', 'cold', 'saw', 'fox', 'wolf', 'deer', 'tracks', 'fox', 'deer', 'skeletons', 'alot', 'snow']","cold,skeletons",negative
1682,"['rt', 'crashpalace', 'happy', 'fridaythe', 'th', 'crashpalace', 'brings', 'jonnynumb', 'review', 'never', 'hike', 'snow', 'fridaythe', 'th', 'fan', 'film']",happy,positive
1683,"['mum', 'got', 'one', 'snow', 'globe', 'gins', 'marks']",,neutral
1684,"['proudly', 'told', 'freshman', 'class', 'masks', 'oppressive', 'well', 'proudly', 'told', 'freshman', 'friends', 'college', 'b']","oppressive,well",neutral
1685,"['lionkingiroar', 'fucking', 'snow']",fucking,negative
1686,"['rt', 'abdmfarra', 'list', 'things', 'never', 'seen', 'life', 'palestinian', 'living', 'besieged', 'gaza', 'strip', 'river', 'mountain', 'snow']",,neutral
1687,"['would', 'pay', 'snow']",,neutral
1688,"['rt', 'jwhittaltwn', 'snow', 'coming', 'like', 'crazy', 'b', 'c', 'interior', 'morning', 'beautiful', 'winter', 'wonderland', 'making', 'want', 'put', 'christ']","like,crazy,beautiful",positive
1689,"['rt', 'remarkable', 'notice', 'differences', 'snow', 'layers', 'nk', 'sitting', 'awhile', 'til', 'got', 'kidnapped', 'mean', 'stil']",remarkable,positive
1690,"['skaditheexiled', 'lilith', 'muttered', 'trying', 'best', 'get', 'away', 'scene', 'fast', 'possible']","best,fast",positive
1691,['snow'],,neutral
1692,"['rt', 'skisteamboat', 'limited', 'snowmaking', 'little', 'early', 'season', 'snow', 'made', 'decision', 'move', 'opening', 'day', 'december', 'cu']",limited,negative
1693,"['silver', 'snow', 'ending', 'nowhere', 'like', 'fucking']","like,fucking",neutral
1694,"['skaditheexiled', 'lt', 'last', 'spell', 'able', 'cast', 'would', 'gladly', 'burn', 'fucker', 'face']","gladly,burn",neutral
1695,"['incorrectshinra', 'need', 'helping', 'hand', 'gladly', 'offer', 'mine', 'also', 'first', 'prompt', 'ideas', 'beve']","helping,gladly,prompt",positive
1696,"['rt', 'ocket', 'thinking', 'abt', 'jonghyun', 'went', 'bet', 'taemin', 'eating', 'snow', 'rn', 'camera', 'cut', 'shot', 'taemin', 'actually', 'eating', 'sn']",,neutral
1697,"['perfect', 'walking', 'weather', 'sun', 'shining', 'snow', 'melting', 'happy', 'friday', 'northloopmpls']","perfect,happy",positive
1698,"['rt', 'ottawahealth', 'sportscenter', 'relentless', 'efforts', 'team', 'community', 'keep', 'us', 'safer', 'pandemic', 'also', 'shoveli']",relentless,negative
1699,"['entered', 'win', 'snow', 'sliding', 'setup', 'seen', 'parker', 'white', 'nothing', 'courtesy', 'rossignol', 'freeskier']",win,positive
1700,"['outdoorsy', 'couple', 'happy', 'snow', 'mountainlife', 'britishcolumbia', 'canada']",happy,positive
1701,"['let', 'snow', 'let', 'snow', 'let', 'snow']",,neutral
1702,"['one', 'believe', 'anything', 'pac', 'says', 'corona', 'virus', 'anything', 'else', 'got', 'ceo', 'large', 'san', 'francisco', 'ba']",virus,negative
1703,"['rt', 'selkoe', 'retweets', 'drop', 'code', 'jpn', 'snow', 'leopard', 'white', 'ltd', 'nagano', 'hoodie', 'amp', 'beanies', 'person']",,neutral
1704,"['doriansreflctn', 'rain', 'snow', 'signs', 'nature', 'rejuvenating', 'good', 'omen', 'indeed', 'hope', 'next', 'phase']","rejuvenating,good",positive
1705,"['snowbound', 'castle', 'man', 'dreams', 'unfortunately', 'tyson', 'also', 'one', 'man']",unfortunately,negative
1706,"['askimtaeyong', 'monsta', 'x', 'p']",,neutral
1707,"['top', 'three', 'harry', 'styles', 'sawyer', 'lost', 'jon', 'snow']","top,lost",neutral
1708,"['rt', 'canadapaintings', 'early', 'snow', 'tom', 'thomson']",,neutral
1709,"['snow', 'den']",,neutral
1710,"['phil', 'snow', 'smart', 'plays', 'safe', 'weapons', 'aggressive', 'top', 'team', 'play', 'co']","smart,safe,aggressive,top",positive
1711,"['people', 'wanna', 'live', 'snow', 'frozen', 'car', 'falling', 'trees', 'ice', 'snow', 'roof']","frozen,falling",negative
1712,"['l', 'upgraded', 'snow', 'leopard', 'p']",upgraded,positive
1713,"['skillsmcgill', 'fan', 'christmas', 'starting', 'till', 'christmas', 'eve', 'case', 'let', 'snow', 'let', 'snow', 'let', 'snow']",,neutral
1714,"['greyseeker', 'hire', 'someone', 'equipment', 'come', 'clear', 'snow', 'back', 'garage', 'drive', 'ou']",clear,positive
1715,"['rt', 'jaeminpic', 'jaemin', 'snow', 'filters', 'years', 'amp']",,neutral
1716,"['u', 'need', 'see', 'snow', 'falling', 'reading', 'joke']","falling,joke",negative
1717,"['rt', 'comicbook', 'fortnite', 'leak', 'reveals', 'full', 'new', 'black', 'widow', 'set']",leak,negative
1718,"['snow', 'fun', 'everyone', 'sims', 'snowy', 'escape', 'worldwide', 'explore', 'world', 'mt', 'komorebi']",fun,positive
1719,"['special', 'privilege', 'able', 'accuse', 'leaders', 'without', 'proof', 'day', 'election', 'smacks', 'desperation']","privilege,accuse,desperation",negative
1720,"['rt', 'martin', 'gebauer', 'valtonik', 'dockaurg', 'check', 'original', 'signatories', 'john', 'snow', 'memorandum', 'scientists', 'pro', 'lockdown']",,neutral
1721,"['heckyessica', 'takes', 'real', 'knucklehead', 'take', 'context', 'know', 'know', 'means', 'snow', 'people']",,neutral
1722,"['want', 'snow']",,neutral
1723,"['rt', 'bonanzamarketpl', 'playing', 'snow', 'diamond', 'painting', 'kit', 'see', 'diamondpainting', 'paintwithdiamonds', 'pa']",,neutral
1724,"['rt', 'thesims', 'snow', 'fun', 'everyone', 'sims', 'snowy', 'escape', 'worldwide', 'explore', 'world', 'mt', 'komorebi']",fun,positive
1725,"['rt', 'san', 'ooo', 'anim', 'animated', 'sequence', 'made', 'vinok', 'apatite', 'project', 'alexander', 'snow', 'danimation', 'animation', 'vinoksapatite', 'batm']",,neutral
1726,"['rt', 'iheardhesvain', 'thatdammart', 'got', 'snow', 'capped', 'mountains', 'know', 'saying']",,neutral
1727,"['rt', 'pentagon', 'promo', 'mention', 'rock', 'oriented', 'songs', 'check', 'listen']",,neutral
1728,"['titan', 'likes', 'long', 'walks', 'snow', 'using', 'bathroom', 'mats', 'insulation', 'destiny', 'beyondlight', 'ps', 'share']","likes,destiny",positive
1729,"['winter', 'pick', 'lakehouse', 'cozy', 'family', 'stay', 'plus', 'pet', 'friendly', 'resort', 'mention', 'snow']","cozy,friendly",positive
1730,"['know', 'sometimes', 'need', 'take', 'snow', 'machine', 'go', 'hey']",,neutral
1731,"['simpsfordream', 'probably', 'bearded', 'vulture', 'snow', 'leopard']",,neutral
1732,"['within', 'hours', 'whole', 'playground', 'covered', 'snow', 'snow', 'basketball', 'hoop', 'horizontal', 'ba']",,neutral
1733,"['floraegill', 'needs', 'fake', 'snow']",fake,negative
1734,"['gavinwax', 'wru', 'nice', 'snow']",nice,positive
1735,"['tigr', 'may', 'serious', 'mine', 'resistance', 'seriously', 'good', 'mobility', 'snow', 'probably']","resistance,good",neutral
1736,"['something', 'special', 'cold', 'autumn', 'rain', 'hints', 'lovely', 'winter', 'snow', 'come']","cold,lovely",neutral
1737,"['get', 'dragged', 'liking', 'winter']","dragged,liking",neutral
1738,"['omg', 'yesssss', 'one', 'best', 'packs', 'come', 'ages']",best,positive
1739,"['rt', 'masterelrest', 'try', 'naughty', 'snow', 'prince']",naughty,negative
1740,"['hey', 'blakeshelton', 'like', 'know', 'got', 'anti', 'snow', 'face', 'cream', 'asking', 'friend', 'ne']",like,positive
1741,"['redwards', 'owned', 'phazer', 'nd', 'sled', 'wife', 'kids', 'mechanical', 'problems', 'heavy', 'got', 'tired', 'pulling']","problems,tired",negative
1742,"['rt', 'chxmuq', 'dobby', 'kimdoyoung', 'treasure']",treasure,positive
1743,"['lots', 'lots', 'snow']",,neutral
1744,"['freezes', 'snow', 'colorado']",freezes,negative
1745,"['ready', 'winter', 'please', 'snow', 'warmer', 'wintertime']","ready,warmer",positive
1746,"['producersiknow', 'favorite', 'albums', 'walking', 'snow', 'blowout', 'comb', 'sex', 'style', 'latyrx']",favorite,positive
1747,"['let', 'go', 'nerds']",,neutral
1748,['exicted'],,neutral
1749,"['alyykazam', 'swear', 'changed', 'everything', 'usually', 'iced', 'coffee', 'snow', 'bitch', 'year']",bitch,negative
1750,"['dawg', 'say', 'getting', 'ft', 'snow', 'today']",,neutral
1751,"['almost', 'forgot', 'yessssir']",,neutral
1752,"['rt', 'livfiennes', 'think', 'agree', 'joshua', 'bassett', 'snow', 'gt', 'gt', 'gt', 'gt']",,neutral
1753,['snow'],,neutral
1754,"['good', 'evening', 'time', 'year', 'snow', 'falls', 'plants', 'die']","good,falls,die",negative
1755,"['finally', 'im', 'excited']",excited,positive
1756,"['rt', 'dumbtchcocktail', 'boobies']",,neutral
1757,"['rt', 'cocoasimmer', 'peep', 'glistening', 'snow']",glistening,positive
1758,"['rt', 'withinasea', 'stealer', 'going', 'deepest', 'part', 'tbz', 'dorm', 'uninstall', 'snow', 'haknyeon', 'phone']",,neutral
1759,"['larondo', 'wolexz', 'tricks', 'better', 'name', 'snow', 'tbh']",better,positive
1760,"['dark', 'winter', 'darkwinter']",dark,negative
1761,"['going', 'wet', 'afternoon', 'snow', 'likely', 'wood', 'river', 'valley', 'south', 'hills', 'amp', 'northe']",,neutral
1762,"['need', 'hit', 'pass']",,neutral
1763,"['loading', 'subie', 'going', 'snow', 'friends']",,neutral
1764,"['rt', 'sharp', 'attentionidahoreporters', 'cover', 'snow', 'today', 'make', 'sure', 'also', 'get', 'interview', 'someone', 'says', 'snowing']",sharp,positive
1765,"['red', 'dots', 'measurements', 'n', 'hemisphere', 'snow', 'mass', 'season', 'greater', 'sd']",,neutral
1766,"['rt', 'nwsstatecollege', 'precipitation', 'type', 'forecasting', 'one', 'difficult', 'parts', 'winter', 'weather', 'need', 'help', 'le']",difficult,negative
1767,"['cskendrovich', 'snow', 'mountains', 'rain', 'far', 'valley']",,neutral
1768,"['rt', 'nwsstlouis', 'radar', 'rain', 'snow', 'birds', 'leaving', 'roosts', 'around', 'sunrise', 'stlwx', 'mowx', 'midmowx']",,neutral
1769,"['revronnc', 'resistersis', 'least', 'send', 'trailer', 'load', 'kleenex', 'snow', 'shovels', 'stuff', 'babies', 'thumbs']",,neutral
1770,"['learning', 'winter', 'drive', 'son', 'told', 'hates', 'im', 'right', 'said', 'sometimes', 'snow', 'wi']","hates,right",neutral
1771,['finally'],,neutral
1772,"['much', 'fun', 'definitely', 'new', 'favorite', 'expansion', 'pack', 'thesims']","fun,favorite",positive
1773,"['peta', 'exxonmobil', 'bro', 'maybe', 'dog', 'mood', 'like', 'chill', 'one', 'dog', 'pulled', 'though', 'snow']","like,chill",neutral
1774,"['winteralanaland', 'oh', 'think', 'cheetah', 'snow', 'puma', 'thing', 'different', 'brand', 'like', 'justice', 'something']",like,positive
1775,"['ok', 'tell', 'origin', 'stop', 'dumb']",dumb,negative
1776,"['magical', 'christmas', 'idea', 'since', 'pandemic', 'ongoing', 'surprise', 'kids', 'front', 'yard', 'full']",magical,positive
1777,"['sidenote', 'general', 'vibe', 'snow', 'lightly']",,neutral
1778,"['teamultra', 'sweepstakes', 'run', 'street', 'blizzard', 'chase', 'toddler', 'decided']",,neutral
1779,"['download', 'thabadazzlibra']",,neutral
1780,"['rt', 'dele', 'ogunrinola', 'cannot', 'fucking', 'stand', 'snow']",fucking,negative
1781,"['rt', 'eternilindigo', 'snow', 'sparkling', 'like', 'million', 'little', 'suns', 'hoseok', 'junghoseok', 'bts', 'btsfanart', 'sunshine', 'bts', 'twt', 'https']","sparkling,like",positive
1782,"['lapisfengari', 'never', 'much', 'trouble', 'silver', 'snow', 'final', 'map', 'lol', 'think', 'hardest', 'final', 'map']",trouble,negative
1783,"['daydrmlng', 'pretend', 'snow']",pretend,negative
1784,"['rt', 'hourlyeremin', 'snow', 'day', 'date']",,neutral
1785,"['song', 'listen', 'without', 'crying', 'chasing', 'cars', 'snow', 'patrol']",,neutral
1786,"['new', 'fantastic', 'picturebooks', 'review', 'friday', 'snow', 'days', 'deborahkerbel', 'amp', 'mikisato', 'shape', 'co']",fantastic,positive
1787,"['rt', 'omgvidsbyalex', 'like', 'summer', 'cause', 'birthday', 'first', 'day', 'like', 'winter', 'cause', 'love', 'snow', 'winter', 'activities', 'summer']","like,love",positive
1788,"['black', 'white', 'snow', 'flake', 'wrapping', 'paper', 'via', 'zazzle', 'wrapping', 'paper', 'sticker']",flake,negative
1789,"['pghmilletary', 'snow', 'live', 'till', 'like', 'january']",like,positive
1790,"['eli', 'referring', 'hair', 'arms', 'legs', 'lately', 'told', 'snows']",,neutral
1791,"['gw', 'collab', 'w', 'coolio', 'core', 'giving', 'away', 'neon', 'snow', 'puma', 'aussie', 'egg', 'bandicoots', 'rules', 'follow']",,neutral
1792,"['evaalton', 'fantastic', 'snow', 'goggles']",fantastic,positive
1793,"['let', 'weird', 'dog', 'play', 'snow']",weird,negative
1794,"['rt', 'mikesatz', 'mike', 'comments', 'get', 'sharp', 'fed', 'see', 'mike', 'sharp', 'let', 'https']",sharp,positive
1795,"['earlham', 'students', 'find', 'internships', 'around', 'world', 'even', 'backyard', 'photo', 'ou']",,neutral
1796,"['temperatures', 'drop', 'likelihood', 'injuries', 'increases', 'may', 'experience', 'snow', 'las', 'vegas']",,neutral
1797,"['nobody', 'knows', 'im', 'cold', 'walk', 'road', 'alone', 'one', 'fault', 'path', 'chosen']","cold,fault",negative
1798,"['data', 'pressure', 'hpa', 'temp', 'oc', 'hum', 'pct', 'wind', 'mph', 'sw', 'rain', 'today', 'mm', 'month', 'mm', 'snowfall', 'today', 'snow', 'depth']",hum,negative
1799,"['rt', 'iweatherbc', 'bcstorm', 'snowfall', 'warning', 'issued', 'snowfall', 'total', 'amounts', 'cm', 'expected', 'pacific', 'storm', 'cont']",warning,negative
1800,"['take', 'glass', 'freezing', 'water', 'put', 'neck', 'lay', 'snow', 'write']",freezing,negative
1801,"['girl', 'holiday', 'alone', 'christmas', 'dayyy', 'one', 'day', 'everything', 'changed', 'need', 'underneath', 'tree']",,neutral
1802,"['rt', 'wsdot', 'traffic', 'seems', 'appropriate', 'share', 'video', 'last', 'year', 'learning', 'put', 'chains', 'tires', 'first', 'time', 'luckily']",appropriate,positive
1803,"['rt', 'cutetomoe', 'tomoe', 'stood', 'snow', 'tall', 'fox', 'looking', 'maybe', 'world', 'would', 'better', 'without', 'leave', 'master', 'im']","better,master",positive
1804,"['kitmannofficial', 'man', 'jealous', 'miss', 'snow']","jealous,miss",negative
1805,"['johniz', 'n', 'vp', 'guerrilla', 'catchmegamin', 'captured', 'collec', 'thephotomode', 'vpgamers', 'gamergram', 'gg', 'artistsociet']",,neutral
1806,"['heatherlabour', 'would', 'make', 'amazing', 'snow', 'globe']",amazing,positive
1807,"['point', 'cold', 'weather', 'snow']",cold,negative
1808,"['snow', 'bunny', 'n', 'pawgs', 'n', 'whatever', 'little', 'nicknames', 'got', 'make', 'sick', 'omg']",sick,negative
1809,"['thesims', 'waiting', 'next', 'paycheck', 'shall', 'get', 'snow']",,neutral
1810,"['rt', 'hobbycraft', 'pre', 'last', 'christmas', 'day', 'best', 'afternoon', 'snowball', 'fight', 'used', 'click', 'collect']",best,positive
1811,"['twotonevibes', 'shittttt', 'telling', 'wait', 'til', 'snow', 'falls', 'drop', 'another', 'swim', 'trunks', 'snow', 'photo', 'shoot', 'one']",falls,negative
1812,"['rt', 'qshxlynn', 'gw', 'collab', 'w', 'coolio', 'core', 'giving', 'away', 'neon', 'snow', 'puma', 'aussie', 'egg', 'bandicoots', 'rules', 'follow', 'coolio']",,neutral
1813,"['hissineater', 'dark', 'tresses', 'brush', 'shoulders', 'chin', 'tipped', 'upward', 'fingertips', 'drumming', 'sur']",dark,negative
1814,"['hoganbcmj', 'cozy', 'get', 'nipple', 'wearing', 'tank', 'top', 'snow', 'ground']","cozy,tank,top",positive
1815,"['every', 'single', 'scene', 'skk', 'da', 'dazai', 'making', 'snow', 'white', 'chuuya', 'prince', 'fighting', 'mothe']",,neutral
1816,"['snow', 'making', 'slow', 'half', 'way', 'top', 'still', 'moving', 'well', 'reply', 'needed', 'find']","slow,top,well",positive
1817,['brilliant'],brilliant,positive
1818,"['rt', 'arslan', 'darkstar', 'u', 'need', 'see', 'snow', 'falling', 'reading', 'joke']","falling,joke",negative
1819,"['rt', 'natuhlee', 'really', 'wanna', 'go', 'snow', 'day']",,neutral
1820,"['rt', 'gsun', 'snow', 'white', 'wolf', 'personal', 'character']",,neutral
1821,"['truckee', 'laketahoe', 'squaw', 'squawvalley', 'skiing', 'snowboarding', 'mountains', 'nature', 'beauty']",beauty,positive
1822,"['snow', 'god', 'shredded', 'kompromat', 'unpuzzle', 'flakes', 'read', 'future', 'seafaring']",,neutral
1823,"['never', 'ever', 'understand', 'type', 'people', 'hiking', 'grouse', 'mountain', 'like', 'feet', 'snow']","grouse,like",neutral
1824,"['dombrow', 'love', 'sorel', 'snow', 'boots']",love,positive
1825,"['zoologist', 'musk', 'deer', 'limited', 'let', 'snow', 'edition', 'rareperfume', 'attar', 'perfume', 'top', 'notes', 'calamu', 'c']","limited,top",neutral
1826,"['heavy', 'snow', 'combined', 'blustery', 'winds', 'bring', 'near', 'white', 'conditions', 'along', 'snoqualmie', 'pass', 'according']",,neutral
1827,"['minhyuk', 'really', 'cannot', 'wait', 'next', 'episode']",,neutral
1828,"['rt', 'mashdirect', 'colder', 'evenings', 'draw', 'closer', 'giving', 'chance', 'take', 'home', 'one', 'new', 'winter', 'warmer', 'boxes']",warmer,positive
1829,"['nlchemist', 'alexgelle', 'earthmechanic', 'sampling', 'whistler', 'winter', 'guess', 'season', 'ski', 'pass', 'nbdgroup']",,neutral
1830,"['rt', 'softye', 'l', 'exopublicity', 'weareoneexo', 'like', 'hot', 'cocoa', 'winter', 'voting', 'exo', 'favorite', 'social', 'artist', 'amas', 'weareo']","like,hot,favorite",positive
1831,"['rt', 'reformedpastors', 'humility', 'strange', 'flower', 'grows', 'best', 'winter', 'weather', 'storms', 'affliction', 'samuel', 'rutherford']","humility,strange,best,affliction",neutral
1832,"['kid', 'go', 'camping', 'dead', 'winter', 'trails', 'walk', 'find', 'cabins', 'big', 'fields', 'play']",dead,negative
1833,"['dreamy', 'expression', 'flamingotoes', 'featured', 'quilts', 'amp', 'winter', 'uses', 'bev', 'singing', 'rain']",,neutral
1834,"['md', 'baby', 'think', 'winter', 'manic', 'season', 'usually']",manic,negative
1835,"['romaphotobug', 'vw', 'rhode', 'island', 'winter', 'windshield', 'would', 'become', 'layer', 'ice']",,neutral
1836,"['rt', 'billandted', 'keanu', 'reeves', 'amp', 'alex', 'winter', 'want', 'remind', 'excellent', 'today', 'every', 'day', 'worldkindnessday']",excellent,positive
1837,"['wait', 'winter', 'start', 'dressin']",,neutral
1838,"['holiday', 'music', 'series', 'starts', 'next', 'week', 'need', 'holiday', 'cheer', 'join', 'week', 'series', 'celebr']",cheer,positive
1839,"['mrdavidrowe', 'get', 'late', 'nd', 'millennium', 'third', 'age', 'great', 'time', 'outside', 'fell', 'winter', 'tha']","great,fell",neutral
1840,"['hiqautocare', 'liked', 'shared', 'would', 'great', 'prize', 'win', 'buy', 'winter', 'boots']","liked,great,prize,win",positive
1841,"['rt', 'marbulger', 'going', 'need', 'little', 'extra', 'time', 'plan', 'entire', 'winter', 'alone']",,neutral
1842,"['rt', 'mahaevi', 'mpys', 'keep', 'skin', 'soft', 'amp', 'glowing', 'winter', 'patanjali', 'skin', 'care', 'products', 'winter', 'care', 'kit', 'contains', 'moisturizer', 'cre']","soft,glowing",positive
1843,"['rt', 'jasonsau', 'uwaterloo', 'students', 'seeking', 'winter', 'co', 'op', 'research', 'assistant', 'help', 'human', 'cardiovascular', 'data', 'analysis', 'lab']",,neutral
1844,"['think', 'sweden', 'change', 'strategy', 'tell', 'happen', 'matter', 'recommend', 'masks']",recommend,positive
1845,"['rt', 'sunfloweraidil', 'found', 'strict', 'rule', 'pooping', 'inside', 'beehive', 'hold', 'wint']",strict,negative
1846,['addymorton'],,neutral
1847,"['biginthecountry', 'yeah', 'track', 'much', 'winter']",,neutral
1848,"['rt', 'jimmoray', 'campaign', 'kicks', 'today', 'sharing', 'recommendations', 'days', 'meantime', 'share']",recommendations,positive
1849,"['please', 'children', 'forest', 'school', 'kit', 'school', 'continue', 'use', 'forest', 'throughout', 'winter', 'amp', 'quite', 'muddy']",muddy,negative
1850,"['conus', 'precipitation', 'forecast', 'unidata', 'nws', 'radar', 'reflectivity', 'composite', 'transitioning', 'hrrr', 'model', 'simula']",,neutral
1851,"['hermit', 'wes', 'anderson', 'directed', 'winter', 'sports', 'film']",,neutral
1852,"['vibepay', 'finishing', 'christmas', 'family', 'getting', 'winter', 'coat', 'cold', 'weather']",cold,negative
1853,"['taerobyn', 'tae', 'anti', 'winter', 'bear', 'gift', 'armys', 'selling', 'around', 'stinky', 'visual', 'stan']",,neutral
